# Netscape HTTP Cookie File
# http://curl.haxx.se/rfc/cookie_spec.html
# This is a generated file!  Do not edit.

widgets.outbrain.com	FALSE	/nanoWidget/externals/cookie	TRUE	1728741477	thirdparty	yes
adssettings.google.ca	FALSE	/ext/iab/	TRUE	0	aboutads_sess-1431842747	ACi0TCgo4X8XH_r0k0SzZxM9i69LRexH9CvCkCa2E8Qgr1vCX5F75glN9dLqJ5XnynQcrPenT0Tt
.ccgateway.net	TRUE	/privacy	TRUE	1760273978	ccoptout	1
optout.crwdcntrl.net	FALSE	/optout	TRUE	0	naiToken	1449661542
.3lift.com	TRUE	/sync	TRUE	1736513880	sync	CgoIgAIQ1LC4hqgyCgoIoQEQ1LC4hqgyCgoIgQIQqdK6hqgyCgoI4gEQ1LC4hqgyCgoI5gEQ1LC4hqgyCgoIhwIQ1LC4hqgyCgoI5wEQqdK6hqgyCgkISRCp0rqGqDIKCQgLEKnSuoaoMgoKCIwCENSwuIaoMgoKCKwCENSwuIaoMgoKCK0CEKnSuoaoMgoKCM4BEKnSuoaoMgoKCI4BEKnSuoaoMgoKCJQCEKnSuoaoMgoJCDkQqdK6hqgyCgkIOhDUsLiGqDIKCQgbENSwuIaoMgoKCN4BEKnSuoaoMgoJCF8Q1LC4hqgy
.ipromote.com	TRUE	/ad	TRUE	1763298018	optout	1
.ipromote.com	TRUE	/ad	TRUE	1728741663	edaa	18439228
.liadm.com	TRUE	/j	TRUE	1763297878	lidid	20246a3e-101d-42fa-ab2b-72fdbf0dc762
i.liadm.com	FALSE	/s	TRUE	1731329971	_li_ss	Cm4KBgj3ARCMGQoFCAoQjBkKBgjdARCMGQoFCAYQjBkKBgilARCMGQoGCOEBEIwZCgYIgQEQjBkKBQgMEJYZCgYI9QEQjBkKBgiiARCMGQoJCP____8HEJYZCgUICxCMGQoGCNIBEIwZCgUIfhCMGQ
.dailymail.co.uk	TRUE	/	TRUE	1728741435	AKA_A2	A
.dailymail.co.uk	TRUE	/	FALSE	1728745034	ak_bmsc	8CCEF1F48251A3000BF1DCFA93AF50C9~000000000000000000000000000000~YAAQJhvQFwiHAHCSAQAA3vjNgBkiw7vTWk1HgXTTKv6H7zsVHpMhVWvBNmXZFw+76/L6yeQcFFD/Bjs4G1X984lBkKIkoFXSSrL/nrYJENMvruVSTiB6VlgaMhEEUlEKp0IBZ/7Z4RwXCkGU47/h+YEJAZIJiPCr8Y8PxaAYDJQxNsMMf6PnnuFNR/NYM9kIavFQpj7KMYnzjwzX6dv4MhH4t+Lc2lZWTCR4eXgHVjUAKRVzrq8XqD2OpASq3yCAdHB4UlJ+YRFTrxcx4UBfmatkit0pdntQCIHupsNQZ0vvJEEs7JYZTZGGl03P7rKDTJJAFmtYZty6r1XLmmAMJv1RiIHzuvrwlunqZmNJD/mV8dJT2YA4WL4j2t03tIIE3syezAP9RSG2Kr9BmJkN
www.dailymail.co.uk	FALSE	/	FALSE	1763297836	dm_clientsegment	b
www.dailymail.co.uk	FALSE	/	FALSE	1740833836	blaize_session	ac527368-c99b-458f-9b5c-fab0d52c6847
www.dailymail.co.uk	FALSE	/	FALSE	1763297836	blaize_tracking_id	dd3cde63-f5bb-4f17-bd82-bfff71b09300
.dotmetrics.net	TRUE	/	TRUE	1760274108	DotMetrics.DeviceKey	DeviceID=
.dotmetrics.net	TRUE	/	TRUE	1760274108	DotMetrics.UniqueUserIdentityCookie	UserID=44c353ed-50ca-4ed3-a108-525bbfb22690&Created=10/12/2024 12:57:17&UserMode=0&guid=537ca719-3ee2-4dbb-902b-e8a311aa9aa5&ver=1
.dailymail.co.uk	TRUE	/	FALSE	0	_li_dcdm_c	.dailymail.co.uk
.dailymail.co.uk	TRUE	/	FALSE	1763297837	_lc2_fpi	50b86ba02c46--01ja0cw057gqkmhgq4w9cdgetq
.dailymail.co.uk	TRUE	/	FALSE	1763297837	_lc2_fpi_meta	%7B%22w%22%3A1728737837223%7D
.dailymail.co.uk	TRUE	/	TRUE	1762693078	_pubcid	9bc729fe-bb7c-484c-9cba-c3a9b2f7445b
.dailymail.co.uk	TRUE	/	FALSE	1731157037	_pubcid_cst	zix7LPQsHA%3D%3D
www.dailymail.co.uk	FALSE	/	FALSE	1760274107	_pubcid	9bc729fe-bb7c-484c-9cba-c3a9b2f7445b
www.dailymail.co.uk	FALSE	/	TRUE	0	DM_SitId845	1
www.dailymail.co.uk	FALSE	/	TRUE	0	DM_SitId845SecId11530	1
www.dailymail.co.uk	FALSE	/	FALSE	1731419837	mol.ads.visits	0
www.dailymail.co.uk	FALSE	/	FALSE	1731419837	mol.ads.visitsExpire	Tue, 12 Nov 2024 13:57:17 GMT
www.dailymail.co.uk	FALSE	/	FALSE	1733921837	pbjs-unifiedid	%7B%22TDID%22%3A%229d78a17c-5d6e-463f-bffb-329be799122b%22%2C%22TDID_LOOKUP%22%3A%22FALSE%22%2C%22TDID_CREATED_AT%22%3A%222024-10-12T12%3A57%3A17%22%7D
www.dailymail.co.uk	FALSE	/	FALSE	1733921837	pbjs-unifiedid_cst	zix7LPQsHA%3D%3D
www.dailymail.co.uk	FALSE	/	FALSE	1763298108	krg_crb	%7B%22v%22%3A%22eyJjbGllbnRJZCI6IjMyMmRjNTJmLTQxYzYtNDlkYi05OGUzLWY5NWIzYTRiZWM1NyIsImxleElkIjpudWxsLCJzZWdtZW50cyI6W10sInN5bmNJZHMiOnt9LCJrdGNJZCI6bnVsbCwiZXhwaXJlVGltZSI6MTcyODgyNDIzNzg1OSwibGFzdFN5bmNlZEF0IjpudWxsLCJwYWdlVmlld0lkIjoiIn0%3D%22%7D
www.dailymail.co.uk	FALSE	/	FALSE	1763297838	krg_uid	%7B%22v%22%3A%7B%22clientId%22%3A%22322dc52f-41c6-49db-98e3-f95b3a4bec57%22%2C%22userId%22%3Anull%2C%22optOut%22%3Afalse%7D%7D
.gumgum.com	TRUE	/	TRUE	1760273838	cs	true
.dailymail.co.uk	TRUE	/	FALSE	1736514107	_fbp	fb.2.1728737838048.911041236860502967
.rubiconproject.com	TRUE	/	TRUE	1760273897	khaos	M265VGPT-23-9XVM
.liadm.com	TRUE	/	TRUE	1763297971	lidid	20246a3e-101d-42fa-ab2b-72fdbf0dc762
.the-ozone-project.com	TRUE	/	TRUE	1728739638	__cf_bm	Rj6Fomo6yRrgaHX6f._J7J9.drgjAZt_y1s3IuWt2Lg-1728737838-1.0.1.1-7Q4jBStT3422t93iBX7YPj2nEHCMRa2WhblNeoV77y3f5VbxgKawQhtMR6fmncpwrBa2gWKt2xupTg.R_slBHw
.dailymail.co.uk	TRUE	/	TRUE	1744462908	permutive-id	fad8c077-9778-4ffc-b374-24493fde9205
.pippio.com	TRUE	/	TRUE	1760273840	did	ucQ83nUdI_83JZ8d
.pippio.com	TRUE	/	TRUE	1760273840	didts	1728737839
.pippio.com	TRUE	/	TRUE	1733921840	nnls	
.pippio.com	TRUE	/	TRUE	1733921840	pxrc	CAA=
.smartadserver.com	TRUE	/	TRUE	1760273840	pbw	%24b%3d16999%3b%24o%3d12100
.smartadserver.com	TRUE	/	TRUE	1760273840	TestIfCookieP	ok
.smartadserver.com	TRUE	/	TRUE	1728824240	sasd	%24qc%3D1500048721%3B%24ql%3DLow%3B%24qpc%3Dm3h+6a7%3B%24qt%3D93_2124_19080t%3B%24dma%3D0%3B%24qo%3D6
.smartadserver.com	TRUE	/	TRUE	1760274110	pid	4177398622819731882
.smartadserver.com	TRUE	/	TRUE	1728824240	sasd2	q=%24qc%3D1500048721%3B%24ql%3DLow%3B%24qpc%3Dm3h+6a7%3B%24qt%3D93_2124_19080t%3B%24dma%3D0%3B%24qo%3D6&c=1&l&lo&lt=638643346399800469&o=1
.bidswitch.net	TRUE	/	TRUE	1760273842	tuuid	00cef7a4-dd51-46e7-b863-fa0827136fac
.bidswitch.net	TRUE	/	TRUE	1760273841	c	1728737841
.bidswitch.net	TRUE	/	TRUE	1760273842	tuuid_lu	1728737841
sync.srv.stackadapt.com	FALSE	/	TRUE	1760273842	sa-user-id	s%3A0-7530be47-16d3-5069-4569-f764dd2d1d1f.GL30kTi5U8LUm5hGq4Uwg%2FF8sdt%2BQ81cMBmaHSfJIEE
.srv.stackadapt.com	TRUE	/	TRUE	1760273842	sa-user-id	s%3A0-7530be47-16d3-5069-4569-f764dd2d1d1f.GL30kTi5U8LUm5hGq4Uwg%2FF8sdt%2BQ81cMBmaHSfJIEE
sync.srv.stackadapt.com	FALSE	/	TRUE	1760273842	sa-user-id-v2	s%3AdTC-RxbTUGlFafdk3S0dHyUT1Wg.43n%2BFAF7j5Mp9NzGfCWqkJBMvfLbRS6Hj5%2B5iS8fgVU
sync.srv.stackadapt.com	FALSE	/	TRUE	1760273842	sa-user-id-v3	s%3AAQAKIDCvb8L0feJ65DBVwDDSJdQhCMukB9k0Uy0ClC0c-2rQEMABGAQgseSpuAYwAToE5aapQEIEalvPDQ.D1Lt5xl9UKGxuSiDctlhThGmy7e5mlmFyhUUcJ3w7OU
.sharethrough.com	TRUE	/	TRUE	1731329970	stx_user_id	cc493752-1204-4525-a078-0fec5b44aca8
.simpli.fi	TRUE	/	TRUE	1760360242	suid	44CDE82A86354042806D27E967E92D4C
.bttrack.com	TRUE	/	TRUE	1736513885	GLOBALID	2uKlc8-sIBd987FnJ3rEmWR-eQsFX1eA9XQ4nQqzJUNwQjltCA6-rPnL5WfXYoopJWr2BwRi3pQC4TM1
.dailymail.co.uk	TRUE	/	TRUE	1762433840	__gads	ID=b2b48d415b918736:T=1728737840:RT=1728737840:S=ALNI_MYWK_xHix4x1MOioBq7dsURxhQfHA
.dailymail.co.uk	TRUE	/	TRUE	1762433840	__gpi	UID=00000f3af1feab64:T=1728737840:RT=1728737840:S=ALNI_MZjLVeOP19O2Nz0bUtrhO4rI5sDfg
.dailymail.co.uk	TRUE	/	TRUE	1744289840	__eoi	ID=292e70fbfb6f19d0:T=1728737840:RT=1728737840:S=AA-AfjZUtDWpJyWFV5Oq7JDPiYD0
.bidr.io	TRUE	/	TRUE	1762851443	bitoIsSecure	ok
.openx.net	TRUE	/	TRUE	1730033844	univ_id	537072971|9d78a17c-5d6e-463f-bffb-329be799122b|1728737843715510
.w55c.net	TRUE	/	TRUE	1762952285	wfivefivec	0NTyj64U1SZBGr5
.w55c.net	TRUE	/	TRUE	1731329844	matchcasale	5
.company-target.com	TRUE	/	TRUE	1763297844	tuuid	9163d129-9344-40b0-b499-8ba14d0ee31a
.company-target.com	TRUE	/	TRUE	1763297844	tuuid_lu	1728737843|ix:0
.dpm.demdex.net	TRUE	/	TRUE	1744289973	dpm	45413838528105190633154293305400583822
.w55c.net	TRUE	/	TRUE	1731329845	matchpubmatic	5
.adgrx.com	TRUE	/	TRUE	1728824245	ADGRX_CM_CASALE_BRIDGED	1
www.dailymail.co.uk	FALSE	/	FALSE	1762433844	cto_bundle	XqudBV9MUEozeFc5MGNRQ2h3RFlDWnJybms3WEZsWXVETnc4VmFUYWlJRXUyalVDZjB4OFpuSEhDQnZYTGthcVFmMGRVRmkwMVFDZjFIWGpkWHlEck0lMkZyajFaQk1uNFoxTk9hZDZLTWd1Nm16RUxEZElta3NMRnFWMFJFYmYlMkJnTXZKY2tmSkpVV3plUHg4MzV3ZHZLZ1VHTDhpTkljbUZOUU13dzZNODBRcHdXaGxpelBPJTJCZXhqWkhITnpRbU1lU08yRDh6RkIlMkJFcWxXQ0x0UVFBc25qSXhKN3clM0QlM0Q
.bing.com	TRUE	/	TRUE	1762433845	MUID	20D0DF45B8A6600230EACA53B98C6177
.c.bing.com	TRUE	/	TRUE	1729342645	MR	0
.ads.stickyadstv.com	TRUE	/	TRUE	1731330013	UID	b70a8c948daca318eaef6d99a48c9
.lijit.com	TRUE	/	TRUE	1760273898	ljt_reader	Je_JAPZHG0IwRC0qTWWi7u1s
.socdm.com	TRUE	/	TRUE	1763297861	SOC	ZwpyNcCo8HkAAFnDBE8AAAAA
.lijit.com	TRUE	/	TRUE	1760273855	ljtrtbexp	eJyrVrI0V7IyNDeytDQxNzEx01GyMEbjm6DyDQ2M0QXMkAVqAcaiEPo%3D
.linkedin.com	TRUE	/	TRUE	1736513846	li_sugr	d5f1d0c5-6553-4499-a8bb-7a48697d4da1
.linkedin.com	TRUE	/	TRUE	1760273846	bcookie	"v=2&3a7e9a03-762b-4479-8540-8d1b62a5f4bb"
.linkedin.com	TRUE	/	TRUE	1728824246	lidc	"b=OGST08:s=O:r=O:a=O:p=O:g=3009:u=1:x=1:i=1728737846:t=1728824246:v=2:sig=AQEfzrr_wnSvCKVM25TQ7zFKibTf6g8H"
.everesttech.net	TRUE	/	TRUE	1760274002	everest_g_v2	g_surferid~ZwpyNgAIlPTX5wA9
.c.appier.net	TRUE	/	TRUE	1760273846	_auid	LKoqI8KaAH2lTxuENnIKZw
.doubleclick.net	TRUE	/	TRUE	1731329989	ar_debug	1
.lijit.com	TRUE	/	TRUE	1760273847	_ljtrtb_83	M265VGPT-23-9XVM
.adx.opera.com	TRUE	/	TRUE	1760273857	UID	OPU367d671f2ca649ecb8d3d2eb1b812faf
.lijit.com	TRUE	/	TRUE	1760273847	_ljtrtb_103	OPU367d671f2ca649ecb8d3d2eb1b812faf
.csync.loopme.me	TRUE	/	TRUE	1736686679	viewer_token	5a288c5d-479a-422a-a032-107054a4c9af
.lijit.com	TRUE	/	TRUE	1760273848	_ljtrtb_84	c:366a783604c208c0e5a68a30183cb133
.lijit.com	TRUE	/	TRUE	1760273848	_ljtrtb_106	4177398622819731882
.ymmobi.com	TRUE	/	TRUE	1759841848	ym_user_cookie	ym_user_48c20f40-55ca-4bbb-811c-8251d23dc650
.rfihub.com	TRUE	/	TRUE	1762433877	rud	H4sIAAAAAAAA_-MSsjQ3MDA2NjS3NLUwMDY3NzUzFOIz1PXUzYo09MtKD0lytAAAcfcOPiQAAAA
.rfihub.com	TRUE	/	TRUE	0	ruds	H4sIAAAAAAAA_-MSsjQ3MDA2NjS3NLUwMDY3NzUzFOIz1PXUzYo09MtKD0lytAAAcfcOPiQAAAA
.bounceexchange.com	TRUE	/	TRUE	1728739910	bounceClientVisit4453c	%7B%22vid%22%3A1728737848269039%2C%22did%22%3A%225486892368718131238%22%7D
.smaato.net	TRUE	/	TRUE	1730552293	SCM	ea9b0fd860
.smaato.net	TRUE	/	TRUE	1730552248	SCMaps	ea9b0fd860
.creativecdn.com	TRUE	/	TRUE	1760273848	g	6G0ZBAuusKoDsO8DaxlP_1728737848315
.admanmedia.com	TRUE	/	TRUE	1729945556	admtr	c8c44125-3ca8-4596-95d4-f2248c6f7663
.adentifi.com	TRUE	/	TRUE	1763297849	adtheorent[cuid]	cuid_89a069e0-8899-11ef-a6e9-12e1361ed35b
.fwmrm.net	TRUE	/	TRUE	1744289891	_uid	umeb851_7426003124041177503
.ipredictive.com	TRUE	/	TRUE	1760273887	cu	3446a6cf-f0ea-43a9-9be3-c3f5f04820b7|1728737849282
www.dailymail.co.uk	FALSE	/	FALSE	1728741449	_lr_retry_request	true
www.dailymail.co.uk	FALSE	/	FALSE	1731329849	_lr_env_src_ats	false
.ads.stickyadstv.com	TRUE	/	TRUE	1733921849	uid-bp-36033	umeb851_7426003124041177503
.ads.stickyadstv.com	TRUE	/	TRUE	1733921849	MRM_UID	umeb851_7426003124041177503
.the-ozone-project.com	TRUE	/	TRUE	1736513849	ozone_uid	2nL25A2BhyWLCov5ahtig3J2IQN
.creative-serving.com	TRUE	/	TRUE	1759841850	tuuid	1487e788-2b60-4930-90f3-b04a40b8dcaf
.creative-serving.com	TRUE	/	TRUE	1759841849	c	1728737849
.creative-serving.com	TRUE	/	TRUE	1759841850	tuuid_lu	1728737849
.targeting.unrulymedia.com	TRUE	/	TRUE	1760273880	_rxuuid	%7B%22rx_uuid%22%3A%22RX-7822bd22-183b-4681-ab88-82112f80dc24-005%22%7D
.ads.stickyadstv.com	TRUE	/	TRUE	1733921850	uid-bp-892	9d78a17c-5d6e-463f-bffb-329be799122b
.lijit.com	TRUE	/	TRUE	1760273850	_ljtrtb_97	RX-7822bd22-183b-4681-ab88-82112f80dc24-005
.ads.stickyadstv.com	TRUE	/	TRUE	1731329850	uid-bp-26913	AAFp1k7OFOQAABXirme9DQ
.sportradarserving.com	TRUE	/	TRUE	1760187450	c	1728737850
.sportradarserving.com	TRUE	/	TRUE	1760187450	zuuid_lu	1728737850
.sportradarserving.com	TRUE	/	TRUE	1760187450	zuuid_k	1
.sportradarserving.com	TRUE	/	TRUE	1760187450	zuuid_k_lu	1728737850
.adgrx.com	TRUE	/	TRUE	1728824251	ADGRX_CM_PUBMATIC_BRIDGED	1
beacon.lynx.cognitivlabs.com	FALSE	/	TRUE	1760273876	UID	233096bd-1c3f-47dc-8794-4cd8baa35e8c
.ads.stickyadstv.com	TRUE	/	TRUE	1731329852	uid-bp-717	y-DFWjSvlE2oPdkRnEdYZuuOm48n.jsXnJsjMFZepe~A
io.narrative.io	FALSE	/	TRUE	1763297852	io.narrative.guid.v2	8b71ce80-8899-11ef-a8b1-029707880797
.thrtle.com	TRUE	/	TRUE	1746017852	mc	eyJpZCI6IjA5OGNjZDIzLThjNWEtNGFlNi05ODIxLWE4MTVjYjFhNDNiMiIsImwiOjE3Mjg3Mzc4NTIzNjAsInQiOjR9
.thrtle.com	TRUE	/	TRUE	1746017852	sc	eyJpIjoiYTdhOGNlOTgtODNjYi00MDVlLTg0ODMtMTJhNDE1ZTk1NWE2Iiwic2lkIjoic2lkLThiNjkwMzc1LTg4OTktMTFlZi1hY2JjLTAyNDIwYTAwMDRjZCIsIm1zIjoyLCJ0cyI6MSwicHMiOjQsInNwIjo1MDE3LCJwcCI6NCwidHNlIjo0LCJpciI6dHJ1ZSwibHRzZSI6MTcyODczNzg1MjM2MH0=
bh.contextweb.com	FALSE	/	TRUE	0	INGRESSCOOKIE	e7e144bb8c20abfe
.rqtrk.eu	TRUE	/	TRUE	1729342653	browser_id	1:8232d0c5-3ec8-4725-b4ed-a39158f460ae
.360yield.com	TRUE	/	TRUE	1736513853	tuuid	f85f93b1-5d68-4161-abe8-7e1c635a49d0
.360yield.com	TRUE	/	TRUE	1736513853	tuuid_lu	1728737852
.audrte.com	TRUE	/	TRUE	1730033853	arcki2	ac35fnwUALiR0ud2WJZUNGvHQ!20210107!1728737852806!ip#37.19.213.104:50258
.audrte.com	TRUE	/	TRUE	1730033853	arcki2_pubmatic	3154759C-0D94-46AE-A547-58B34421DD31!20210107!1728737852806
.mxptint.net	TRUE	/	TRUE	1763297853	mxpim	R33646_11D48BBB9_234CB389.1.0000000000000000670A723C
.agkn.com	TRUE	/	TRUE	1760273878	ab	0001%3AhSOso2ROOPP5067NmecyD568UJ%2FwNe96
.iqzone.com	TRUE	/	TRUE	1729947479	iq_u_key	387ab665-67a7-4e6a-ba24-61c11e7e7b4c
.audrte.com	TRUE	/	TRUE	1730033854	arcki2_adform	4007060044115460960!20210107!1728737854018
.w55c.net	TRUE	/	TRUE	1731329866	matchgoogle	5
.lijit.com	TRUE	/	TRUE	1760273855	ljtrtb	eJwVjkkOwjAQBP%2FiMyPN4ozbfIBTBEIQ5eol%2BQTi7wzXqlKrP0nY0jXdH2%2FzMr3IqaN5rsfomDb16NIherYzXaL1aLOUYhWuCqnFBNBw%2BM%2Bs6st2e7xIjeq%2BrX%2Beg4%2BrubcCc85DGYOPpTmascBGF7Moa4nyuVOBap%2BqFK5Tdgi1DhBU4gh4Ds3EvKTvDwXwLQ4%3D
.lijit.com	TRUE	/	TRUE	1760273855	_ljtrtb_80	M265VGPT-23-9XVM
.pxl.iqm.com	TRUE	/	TRUE	1731329855	equativ	MTcyOTk0NzQ1NTM2Ng==
.pxl.iqm.com	TRUE	/	TRUE	1730033882	iqm.retarget.uid	c1b02aca-bd4b-4274-b761-4d32eb67fe55
.ads.pubmatic.com	TRUE	/	TRUE	1728824256	pubsyncexp	1728759456635
.ads.stickyadstv.com	TRUE	/	TRUE	1733921857	uid-bp-159	CAESEHVOSxcUXP71NrD0p4R1BK0
.ads.yieldmo.com	TRUE	/	TRUE	1760273887	ptrc	CAESEJHa1ly5TWHIa8lKZVGVZzk
.ads.stickyadstv.com	TRUE	/	TRUE	1731329858	uid-bp-34673	ZwpyMdHM6McAACLZAA1udgAADXcAAAIB
.pangle-ads.com	TRUE	/	TRUE	1762433863	_pangle	2nL26KIIOC2yUKN5XjhD87f7B7u
.resetdigital.co	TRUE	/	TRUE	1736513860	ckbk	0000015F59E55B41
.tapad.com	TRUE	/	TRUE	1733921886	TapAd_3WAY_SYNCS	1!6876
.openx.net	TRUE	/	TRUE	1760273877	i	6710532d-355c-0aca-24e1-a548db829861|1728737860
.adtdp.com	TRUE	/	TRUE	1763297861	pr	aja
.adtdp.com	TRUE	/	TRUE	1763297861	uid	994c197b-6223-4c35-b07c-daf41f5c3868
.blismedia.com	TRUE	/	TRUE	1760277875	b	670A72455976070C710AFD69BLIS
.a-mo.net	TRUE	/	TRUE	1728824264	_sv3_7	1
.a-mo.net	TRUE	/	TRUE	1760273864	amuid2	f625f3c7-c327-41f9-bbd5-666325e2e33a
.a-mo.net	TRUE	/	TRUE	1760273864	pamuid2	f625f3c7-c327-41f9-bbd5-666325e2e33a
.prebid.a-mo.net	TRUE	/	TRUE	1760273864	psd_amuid2	f625f3c7-c327-41f9-bbd5-666325e2e33a
.prebid.a-mo.net	TRUE	/	TRUE	1760273864	sd_amuid2	f625f3c7-c327-41f9-bbd5-666325e2e33a
.eqads.com	TRUE	/	TRUE	1736686664	EQUser	UID=a1329494-ab45-4d76-932a-2ae9f5555fe7
.ssp.wknd.ai	TRUE	/	TRUE	0	rubiconUID	M265VGPT-23-9XVM
pool.admedo.com	FALSE	/	TRUE	1760273866	c	1728737866
pool.admedo.com	FALSE	/	TRUE	1760273866	tuuid_lu	1728737866
pool.admedo.com	FALSE	/	TRUE	1760273866	tuuid	38b1179a-528d-49d5-9f8e-4851d30f377c
.admixer.net	TRUE	/	TRUE	1736513867	am-uid	72c4f71c6b0f4009b59a0a204e5c815d
.deepintent.com	TRUE	/	TRUE	1763297894	CDIUSER	di_6030a825331d471fa44a5
www.dailymail.co.uk	FALSE	/	FALSE	0	latest-article-count	7082644
www.dailymail.co.uk	FALSE	/	TRUE	0	DM_SitId845SecId4615	1
.dailymail.co.uk	TRUE	/	FALSE	1728824507	_gid	GA1.3.711218140.1728737873
www.dailymail.co.uk	FALSE	/	FALSE	1728824274	panoramaId_expiry	1728824274602
www.dailymail.co.uk	FALSE	/	FALSE	1752065874	_cc_id	c3e27f5f46f9531782654dc17d5a27e3
www.dailymail.co.uk	FALSE	/	FALSE	1728824274	panoramaId	c24db2dc83b421020bdfed31900fa9fb927ab9b270c952133c88d6c80683bcc0
.ctnsnet.com	TRUE	/	TRUE	1760273876	cid_4102b01564ab482c85d788eacef38d1c	1
.cdnwidget.com	TRUE	/	TRUE	1762952275	__3idcontext	{"cookieID":"2nL28TayvFLbfwdD8WtWXBdKKId","deviceID":"2nL28UA6Ia5x7YwOplwjgEPStgI","iv":"","v":""}
.dailymail.co.uk	TRUE	/	TRUE	1762866109	__idcontext	eyJjb29raWVJRCI6IjJuTDI4VGF5dkZMYmZ3ZEQ4V3RXWEJkS0tJZCIsImRldmljZUlEIjoiMm5MMjhVQTZJYTV4N1l3T3Bsd2pnRVBTdGdJIiwiaXYiOiIiLCJ2IjoiIn0%3D
beacon.lynx.cognitivlabs.com	FALSE	/	TRUE	1760273876	ss	iynuDZssoxxaxFV30hD8Eu3n1BP7ROWv6uCmQFRECQ2oBxJmoUCyJLm04yV5JBj5BkhvnletvTBU5Gptykohtb9vQeS0EHxujD7o%2FaDg0jE%3D
